territory_id,territory_name,federal_district_name,forecast_year,recommended_annual_quota_persons,foreign_labor_stock_need_persons,cumulative_recommended_quota_persons,labor_demand_required_persons,domestic_sector_supply_total_with_unemployment_reserve_persons,unemployment_reserve_sector_allocated_persons,source_key,source_url_or_file,retrieved_at,source_period,raw_value,unit,transform_script,transformation_script,observation_status,sha256_or_etag,source_row_sha256
TER078,Алтайский край,Сибирский федеральный округ (с 03.11.2018),2025,0.0,0.0,0.0,1048740.8170696977,1098871.8081667894,37361.641477690326,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":0,""domestic_sector_supply_total_with_unemployment_reserve_persons"":1098871.8081667894,""foreign_labor_stock_need_persons"":0,""labor_demand_required_persons"":1048740.8170696977,""recommended_annual_quota_persons"":0,""unemployment_reserve_sector_allocated_persons"":37361.641477690326}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,856ef8afb2c2c02d703e28684c94e1264c61fcb8117abe8357b035e2d40ee06b
TER092,Амурская область,Дальневосточный федеральный округ (с 03.11.2018),2025,0.0,0.0,0.0,384683.6366534787,409057.2080269712,4908.686496315712,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":0,""domestic_sector_supply_total_with_unemployment_reserve_persons"":409057.2080269712,""foreign_labor_stock_need_persons"":0,""labor_demand_required_persons"":384683.6366534787,""recommended_annual_quota_persons"":0,""unemployment_reserve_sector_allocated_persons"":4908.686496315712}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,5507af125eeb7478be4593d8feabb11ad0bc93c0377ba068c4769a19a64b4c5e
TER026,Архангельская область (кроме Ненецкого автономного округа),Северо-Западный федеральный округ,2025,3384.4354859907544,3384.4354859907544,3384.4354859907544,431551.91314952815,433120.6152752413,11261.135997205209,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":3384.4354859907544,""domestic_sector_supply_total_with_unemployment_reserve_persons"":433120.6152752413,""foreign_labor_stock_need_persons"":3384.4354859907544,""labor_demand_required_persons"":431551.91314952815,""recommended_annual_quota_persons"":3384.4354859907544,""unemployment_reserve_sector_allocated_persons"":11261.135997205209}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,cac65d397f3a4a59495f0fed8c1e10be21b160e0d650dd1b24bf08eae0a3e181
TER039,Астраханская область,Южный федеральный округ (с 29.07.2016),2025,3439.6617148023943,3439.6617148023943,3439.6617148023943,495338.81974492123,495816.2736518866,10907.958020345295,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":3439.6617148023943,""domestic_sector_supply_total_with_unemployment_reserve_persons"":495816.2736518866,""foreign_labor_stock_need_persons"":3439.6617148023943,""labor_demand_required_persons"":495338.81974492123,""recommended_annual_quota_persons"":3439.6617148023943,""unemployment_reserve_sector_allocated_persons"":10907.958020345295}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,4550cdfd04326e9f6114baa8660c28d0e89d8fde15ce1ac4712ee73f7b039e8e
TER003,Белгородская область,Центральный федеральный округ,2025,8802.061853568608,8802.061853568608,8802.061853568608,781585.3075530949,777103.2949211658,13987.859308552579,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":8802.061853568608,""domestic_sector_supply_total_with_unemployment_reserve_persons"":777103.2949211658,""foreign_labor_stock_need_persons"":8802.061853568608,""labor_demand_required_persons"":781585.3075530949,""recommended_annual_quota_persons"":8802.061853568608,""unemployment_reserve_sector_allocated_persons"":13987.859308552579}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,a4ef389444d274ede4eb2a5ef7003f1f862ce52d7a8e60add56afa27f32e2407
TER004,Брянская область,Центральный федеральный округ,2025,1872.902149902744,1872.902149902744,1872.902149902744,513808.4436314667,516849.8089718938,10853.845988389396,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":1872.902149902744,""domestic_sector_supply_total_with_unemployment_reserve_persons"":516849.8089718938,""foreign_labor_stock_need_persons"":1872.902149902744,""labor_demand_required_persons"":513808.4436314667,""recommended_annual_quota_persons"":1872.902149902744,""unemployment_reserve_sector_allocated_persons"":10853.845988389396}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,d1a27e8101d80c82fbb91b364e053ac85cd1bac2d1119ac2985dca47c26d474b
TER005,Владимирская область,Центральный федеральный округ,2025,9517.7514160264,9517.7514160264,9517.7514160264,655945.7871147775,649736.1166854083,12344.986217035388,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":9517.7514160264,""domestic_sector_supply_total_with_unemployment_reserve_persons"":649736.1166854083,""foreign_labor_stock_need_persons"":9517.7514160264,""labor_demand_required_persons"":655945.7871147775,""recommended_annual_quota_persons"":9517.7514160264,""unemployment_reserve_sector_allocated_persons"":12344.986217035388}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,8d546b32a71b069486caf0b620c7d8f005f5cd74b461e171291933cd340ca472
TER040,Волгоградская область,Южный федеральный округ (с 29.07.2016),2025,8208.103067188233,8208.103067188233,8208.103067188233,1179798.1616987856,1180015.855275357,22420.301250254444,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":8208.103067188233,""domestic_sector_supply_total_with_unemployment_reserve_persons"":1180015.855275357,""foreign_labor_stock_need_persons"":8208.103067188233,""labor_demand_required_persons"":1179798.1616987856,""recommended_annual_quota_persons"":8208.103067188233,""unemployment_reserve_sector_allocated_persons"":22420.301250254444}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,42bd0610d3a9826e6e05501acdfba684ef8485c321239774f82a010b5666ce42
TER027,Вологодская область,Северо-Западный федеральный округ,2025,274.0612857121305,274.0612857121305,274.0612857121305,499882.3618197351,505284.917881813,8589.843603959438,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":274.0612857121305,""domestic_sector_supply_total_with_unemployment_reserve_persons"":505284.917881813,""foreign_labor_stock_need_persons"":274.0612857121305,""labor_demand_required_persons"":499882.3618197351,""recommended_annual_quota_persons"":274.0612857121305,""unemployment_reserve_sector_allocated_persons"":8589.843603959438}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,3d877903a0929756038033269ef5fc31e70e3c2db3769d2e5bd2d23123100b43
TER006,Воронежская область,Центральный федеральный округ,2025,14649.600216346436,14649.600216346436,14649.600216346436,1195715.626980107,1188711.2833041456,23774.225666071103,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":14649.600216346436,""domestic_sector_supply_total_with_unemployment_reserve_persons"":1188711.2833041456,""foreign_labor_stock_need_persons"":14649.600216346436,""labor_demand_required_persons"":1195715.626980107,""recommended_annual_quota_persons"":14649.600216346436,""unemployment_reserve_sector_allocated_persons"":23774.225666071103}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,664160662d003bc2c7e7a46e90c82787108e6865e6c351891ceea832530de8c6
TER020,Город Москва столица Российской Федерации город федерального значения,Центральный федеральный округ,2025,0.0,0.0,0.0,8356803.752170791,8631578.026374824,69052.62421084335,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":0,""domestic_sector_supply_total_with_unemployment_reserve_persons"":8631578.026374824,""foreign_labor_stock_need_persons"":0,""labor_demand_required_persons"":8356803.752170791,""recommended_annual_quota_persons"":0,""unemployment_reserve_sector_allocated_persons"":69052.62421084335}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,aa46f74a9489d1cc90ea62d30c8ca1deae306491c8937df4c03a2f102a34160a
TER033,Город Санкт-Петербург город федерального значения,Северо-Западный федеральный округ,2025,0.0,0.0,0.0,3360747.0297089666,3496580.629683922,52448.7094452847,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":0,""domestic_sector_supply_total_with_unemployment_reserve_persons"":3496580.629683922,""foreign_labor_stock_need_persons"":0,""labor_demand_required_persons"":3360747.0297089666,""recommended_annual_quota_persons"":0,""unemployment_reserve_sector_allocated_persons"":52448.7094452847}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,6f152016dbf7dcfc32c712809f3c78af01ec73b5f5258a10f378f104a232307e
TER042,Город федерального значения Севастополь,Южный федеральный округ (с 29.07.2016),2025,5827.518798095749,5827.518798095749,5827.518798095749,270654.7894419125,266057.1367995366,5587.199872793999,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":5827.518798095749,""domestic_sector_supply_total_with_unemployment_reserve_persons"":266057.1367995366,""foreign_labor_stock_need_persons"":5827.518798095749,""labor_demand_required_persons"":270654.7894419125,""recommended_annual_quota_persons"":5827.518798095749,""unemployment_reserve_sector_allocated_persons"":5587.199872793999}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,fb06326dfbe4a644fd15aaf7f0df28d0b9a93fa8ca0c1c01f75415ccb2e7b3f8
TER095,Еврейская автономная область,Дальневосточный федеральный округ (с 03.11.2018),2025,1868.0611999276405,1868.0611999276405,1868.0611999276405,66152.3830722219,64394.809344475885,1094.711758893441,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":1868.0611999276405,""domestic_sector_supply_total_with_unemployment_reserve_persons"":64394.809344475885,""foreign_labor_stock_need_persons"":1868.0611999276405,""labor_demand_required_persons"":66152.3830722219,""recommended_annual_quota_persons"":1868.0611999276405,""unemployment_reserve_sector_allocated_persons"":1094.711758893441}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,44c8b5c790654a1a63cde806707f36235c6cf7a32635311c9387cddf2ce3f4a9
TER087,Забайкальский край,Дальневосточный федеральный округ (с 03.11.2018),2025,0.0,0.0,0.0,425377.2032130159,449831.0188060524,20692.226865091885,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":0,""domestic_sector_supply_total_with_unemployment_reserve_persons"":449831.0188060524,""foreign_labor_stock_need_persons"":0,""labor_demand_required_persons"":425377.2032130159,""recommended_annual_quota_persons"":0,""unemployment_reserve_sector_allocated_persons"":20692.226865091885}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,cdd329fc3ae7af92c7425099c59f25c88f21886ee84fa47792f6d2df4b16a71e
TER007,Ивановская область,Центральный федеральный округ,2025,2418.0556477249083,2418.0556477249083,2418.0556477249083,430285.77430962893,431948.62695520604,8638.972539091905,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":2418.0556477249083,""domestic_sector_supply_total_with_unemployment_reserve_persons"":431948.62695520604,""foreign_labor_stock_need_persons"":2418.0556477249083,""labor_demand_required_persons"":430285.77430962893,""recommended_annual_quota_persons"":2418.0556477249083,""unemployment_reserve_sector_allocated_persons"":8638.972539091905}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,4dcfd6d84ef524009884f2afbba501dfb8c299da0732d7403638ab6c9504ff09
TER080,Иркутская область,Сибирский федеральный округ (с 03.11.2018),2025,0.0,0.0,0.0,1088321.8029288347,1132285.0332718242,33968.55099814225,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":0,""domestic_sector_supply_total_with_unemployment_reserve_persons"":1132285.0332718242,""foreign_labor_stock_need_persons"":0,""labor_demand_required_persons"":1088321.8029288347,""recommended_annual_quota_persons"":0,""unemployment_reserve_sector_allocated_persons"":33968.55099814225}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,367d0f4b113075a84005971eb8dc1860b2add8f064cc0457f8e71fe03567bd4e
TER046,Кабардино-Балкарская Республика,Северо-Кавказский федеральный округ,2025,0.0,0.0,0.0,375308.8382012369,398828.1107508036,12363.67143326832,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":0,""domestic_sector_supply_total_with_unemployment_reserve_persons"":398828.1107508036,""foreign_labor_stock_need_persons"":0,""labor_demand_required_persons"":375308.8382012369,""recommended_annual_quota_persons"":0,""unemployment_reserve_sector_allocated_persons"":12363.67143326832}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,96897b30abbb9a8e3a5142253605e45a9f66f1592c4bbcadc22d0b096c795d1d
TER028,Калининградская область,Северо-Западный федеральный округ,2025,126.09035550912084,126.09035550912084,126.09035550912084,535639.2649454323,543124.8633605036,10862.497267225295,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":126.09035550912084,""domestic_sector_supply_total_with_unemployment_reserve_persons"":543124.8633605036,""foreign_labor_stock_need_persons"":126.09035550912084,""labor_demand_required_persons"":535639.2649454323,""recommended_annual_quota_persons"":126.09035550912084,""unemployment_reserve_sector_allocated_persons"":10862.497267225295}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,f5241170a00aacd633f484d99303bacacb194cd5347fc564d24e831e414f7c93
TER008,Калужская область,Центральный федеральный округ,2025,0.0,0.0,0.0,526126.1507237019,543381.5978144982,5433.815978164595,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":0,""domestic_sector_supply_total_with_unemployment_reserve_persons"":543381.5978144982,""foreign_labor_stock_need_persons"":0,""labor_demand_required_persons"":526126.1507237019,""recommended_annual_quota_persons"":0,""unemployment_reserve_sector_allocated_persons"":5433.815978164595}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,f04edb46ea59f365a99bfa272e532faadde310075e670c944566f4499f490b15
TER089,Камчатский край,Дальневосточный федеральный округ (с 03.11.2018),2025,3497.7697887978984,3497.7697887978984,3497.7697887978984,165054.60810511422,162032.4975262853,3078.6174527791954,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":3497.7697887978984,""domestic_sector_supply_total_with_unemployment_reserve_persons"":162032.4975262853,""foreign_labor_stock_need_persons"":3497.7697887978984,""labor_demand_required_persons"":165054.60810511422,""recommended_annual_quota_persons"":3497.7697887978984,""unemployment_reserve_sector_allocated_persons"":3078.6174527791954}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,080898050ea049e65883dc3fe47dc9ee46f139a2d0bc24212adfaeeca0a64263
TER047,Карачаево-Черкесская Республика,Северо-Кавказский федеральный округ,2025,0.0,0.0,0.0,197931.67267922693,208807.78942403896,12946.082944287036,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":0,""domestic_sector_supply_total_with_unemployment_reserve_persons"":208807.78942403896,""foreign_labor_stock_need_persons"":0,""labor_demand_required_persons"":197931.67267922693,""recommended_annual_quota_persons"":0,""unemployment_reserve_sector_allocated_persons"":12946.082944287036}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,04069bb3be08d92262f20f12f9e5c8c561b0a008886f526bdd0c8185027e6e8c
TER081,Кемеровская область - Кузбасс,Сибирский федеральный округ (с 03.11.2018),2025,42269.969808791444,42269.969808791444,42269.969808791444,1216412.5017704149,1177917.2090622946,31803.764644695348,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":42269.969808791444,""domestic_sector_supply_total_with_unemployment_reserve_persons"":1177917.2090622946,""foreign_labor_stock_need_persons"":42269.969808791444,""labor_demand_required_persons"":1216412.5017704149,""recommended_annual_quota_persons"":42269.969808791444,""unemployment_reserve_sector_allocated_persons"":31803.764644695348}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,0fdac1b908a6734bf3cd5f76da3e7558da11d05a3bfc30c97c6076c15aada173
TER059,Кировская область,Приволжский федеральный округ,2025,0.0,0.0,0.0,509156.077265597,535023.0340512813,8560.368544826968,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":0,""domestic_sector_supply_total_with_unemployment_reserve_persons"":535023.0340512813,""foreign_labor_stock_need_persons"":0,""labor_demand_required_persons"":509156.077265597,""recommended_annual_quota_persons"":0,""unemployment_reserve_sector_allocated_persons"":8560.368544826968}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,ce18600760ede3d269eeca93307eb4162bd910d6f4d5f763db1594a6d8b26047
