territory_id,territory_name,federal_district_name,forecast_year,recommended_annual_quota_persons,foreign_labor_stock_need_persons,cumulative_recommended_quota_persons,labor_demand_required_persons,domestic_sector_supply_total_with_unemployment_reserve_persons,unemployment_reserve_sector_allocated_persons,source_key,source_url_or_file,retrieved_at,source_period,raw_value,unit,transform_script,transformation_script,observation_status,sha256_or_etag,source_row_sha256
TER044,Республика Дагестан,Северо-Кавказский федеральный округ,2034,0.0,0.0,0.0,1331487.491217228,1556914.9304810492,169703.72742235093,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2034,"{""cumulative_recommended_quota_persons"":0,""domestic_sector_supply_total_with_unemployment_reserve_persons"":1556914.9304810492,""foreign_labor_stock_need_persons"":0,""labor_demand_required_persons"":1331487.491217228,""recommended_annual_quota_persons"":0,""unemployment_reserve_sector_allocated_persons"":169703.72742235093}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,87fee80a519c6bd0edf10f5679a8b4a8176e75955910f94b586a2b547217ce06
TER045,Республика Ингушетия,Северо-Кавказский федеральный округ,2034,0.0,0.0,0.0,203737.75331564964,302614.6817883933,76864.12917430556,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2034,"{""cumulative_recommended_quota_persons"":0,""domestic_sector_supply_total_with_unemployment_reserve_persons"":302614.6817883933,""foreign_labor_stock_need_persons"":0,""labor_demand_required_persons"":203737.75331564964,""recommended_annual_quota_persons"":0,""unemployment_reserve_sector_allocated_persons"":76864.12917430556}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,523def0adc5241d620247b852c9f54b4e16936f5abfa33798edcecf12c58a198
TER036,Республика Калмыкия,Южный федеральный округ (с 29.07.2016),2034,0.0,0.0,0.0,112792.69727581067,129025.1137882371,4386.853868800062,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2034,"{""cumulative_recommended_quota_persons"":0,""domestic_sector_supply_total_with_unemployment_reserve_persons"":129025.1137882371,""foreign_labor_stock_need_persons"":0,""labor_demand_required_persons"":112792.69727581067,""recommended_annual_quota_persons"":0,""unemployment_reserve_sector_allocated_persons"":4386.853868800062}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,af42782e607c0f1cb41461e02e45dce640ccaba1b0a5e82bd0203d9f9863b316
TER022,Республика Карелия,Северо-Западный федеральный округ,2034,3882.3309362789573,34440.432186688326,34440.432186688326,251736.44760011235,217599.29353558514,6527.978806080087,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2034,"{""cumulative_recommended_quota_persons"":34440.432186688326,""domestic_sector_supply_total_with_unemployment_reserve_persons"":217599.29353558514,""foreign_labor_stock_need_persons"":34440.432186688326,""labor_demand_required_persons"":251736.44760011235,""recommended_annual_quota_persons"":3882.3309362789573,""unemployment_reserve_sector_allocated_persons"":6527.978806080087}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,b80add41d27292460fec2e403d5c53e77dc9da662c626e5a422ab755ccd64b91
TER023,Республика Коми,Северо-Западный федеральный округ,2034,19629.289467535345,168874.18332195398,168874.18332195398,503426.10632110166,335072.2966252314,10722.313491969951,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2034,"{""cumulative_recommended_quota_persons"":168874.18332195398,""domestic_sector_supply_total_with_unemployment_reserve_persons"":335072.2966252314,""foreign_labor_stock_need_persons"":168874.18332195398,""labor_demand_required_persons"":503426.10632110166,""recommended_annual_quota_persons"":19629.289467535345,""unemployment_reserve_sector_allocated_persons"":10722.313491969951}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,c865441b674a106841f4031db94042057238833e284913490739dc4b8d6f59e6
TER037,Республика Крым,Южный федеральный округ (с 29.07.2016),2034,6020.073333335815,13277.378725196737,13277.378725196737,915988.834398857,908081.773926065,19069.71725245371,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2034,"{""cumulative_recommended_quota_persons"":13277.378725196737,""domestic_sector_supply_total_with_unemployment_reserve_persons"":908081.773926065,""foreign_labor_stock_need_persons"":13277.378725196737,""labor_demand_required_persons"":915988.834398857,""recommended_annual_quota_persons"":6020.073333335815,""unemployment_reserve_sector_allocated_persons"":19069.71725245371}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,e6109076caabfd6fd37e479e736b0a77141d055909082e3f511246882969c354
TER053,Республика Марий Эл,Приволжский федеральный округ,2034,3875.1788659574477,32919.511453246225,32919.511453246225,322329.70290372585,289602.3375447919,5502.4444133457555,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2034,"{""cumulative_recommended_quota_persons"":32919.511453246225,""domestic_sector_supply_total_with_unemployment_reserve_persons"":289602.3375447919,""foreign_labor_stock_need_persons"":32919.511453246225,""labor_demand_required_persons"":322329.70290372585,""recommended_annual_quota_persons"":3875.1788659574477,""unemployment_reserve_sector_allocated_persons"":5502.4444133457555}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,873ab216386193ec565f6175d54db38378d912118f92f8ca70d0c2b822b2b75a
TER054,Республика Мордовия,Приволжский федеральный округ,2034,5826.13939991748,23562.78814026614,23562.78814026614,357667.59759417793,334511.898425414,6355.726070085206,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2034,"{""cumulative_recommended_quota_persons"":23562.78814026614,""domestic_sector_supply_total_with_unemployment_reserve_persons"":334511.898425414,""foreign_labor_stock_need_persons"":23562.78814026614,""labor_demand_required_persons"":357667.59759417793,""recommended_annual_quota_persons"":5826.13939991748,""unemployment_reserve_sector_allocated_persons"":6355.726070085206}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,330cedb76d75a175d8926bee61d0b017d7c58af91a7b0fbd8f8297d565fd4af4
TER088,Республика Саха (Якутия),Дальневосточный федеральный округ (с 03.11.2018),2034,2461.283093341801,4891.086720090774,4891.086720090774,586865.8966694886,591069.9175281036,21869.586948554985,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2034,"{""cumulative_recommended_quota_persons"":4891.086720090774,""domestic_sector_supply_total_with_unemployment_reserve_persons"":591069.9175281036,""foreign_labor_stock_need_persons"":4891.086720090774,""labor_demand_required_persons"":586865.8966694886,""recommended_annual_quota_persons"":2461.283093341801,""unemployment_reserve_sector_allocated_persons"":21869.586948554985}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,e8d41da2af3388c3c13b45af7b021a5843ddb467f036cccd9804af593091dac3
TER048,Республика Северная Осетия-Алания,Северо-Кавказский федеральный округ,2034,513.9604128548453,513.9604128548453,513.9604128548453,281408.49965034693,294167.37744930625,20591.71642141063,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2034,"{""cumulative_recommended_quota_persons"":513.9604128548453,""domestic_sector_supply_total_with_unemployment_reserve_persons"":294167.37744930625,""foreign_labor_stock_need_persons"":513.9604128548453,""labor_demand_required_persons"":281408.49965034693,""recommended_annual_quota_persons"":513.9604128548453,""unemployment_reserve_sector_allocated_persons"":20591.71642141063}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,de321522eafd80bd10a1be4bcafa5a4b8eb5e88ac15a498071322e91feefab51
TER055,Республика Татарстан (Татарстан),Приволжский федеральный округ,2034,15659.351429360431,32948.51408738543,32948.51408738543,2073563.6553026976,2046307.9728679159,34787.2355387752,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2034,"{""cumulative_recommended_quota_persons"":32948.51408738543,""domestic_sector_supply_total_with_unemployment_reserve_persons"":2046307.9728679159,""foreign_labor_stock_need_persons"":32948.51408738543,""labor_demand_required_persons"":2073563.6553026976,""recommended_annual_quota_persons"":15659.351429360431,""unemployment_reserve_sector_allocated_persons"":34787.2355387752}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,a098d7a35a2a0d6792ad8ea539b3d3a2d5575501e00e1cb8747188d211b06fa5
TER076,Республика Тыва,Сибирский федеральный округ (с 03.11.2018),2034,0.0,0.0,0.0,126970.6646656581,148478.11798809402,7126.9496634404295,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2034,"{""cumulative_recommended_quota_persons"":0,""domestic_sector_supply_total_with_unemployment_reserve_persons"":148478.11798809402,""foreign_labor_stock_need_persons"":0,""labor_demand_required_persons"":126970.6646656581,""recommended_annual_quota_persons"":0,""unemployment_reserve_sector_allocated_persons"":7126.9496634404295}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,deca399cd9f39f35839afab23b65be988581d3d5997405e901b775af69e0aea4
TER077,Республика Хакасия,Сибирский федеральный округ (с 03.11.2018),2034,2637.824598059785,26799.354352556333,26799.354352556333,272871.3567426718,246072.0023901155,3445.008033463169,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2034,"{""cumulative_recommended_quota_persons"":26799.354352556333,""domestic_sector_supply_total_with_unemployment_reserve_persons"":246072.0023901155,""foreign_labor_stock_need_persons"":26799.354352556333,""labor_demand_required_persons"":272871.3567426718,""recommended_annual_quota_persons"":2637.824598059785,""unemployment_reserve_sector_allocated_persons"":3445.008033463169}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,effbec6f9d01e6af996c1d10cbe9ee756c966bf048b3667ca2ee849d6e0d612f
TER041,Ростовская область,Южный федеральный округ (с 29.07.2016),2034,28160.38898806781,234884.07755065578,234884.07755065578,2285720.119786504,2053126.3429533858,43115.65320208816,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2034,"{""cumulative_recommended_quota_persons"":234884.07755065578,""domestic_sector_supply_total_with_unemployment_reserve_persons"":2053126.3429533858,""foreign_labor_stock_need_persons"":234884.07755065578,""labor_demand_required_persons"":2285720.119786504,""recommended_annual_quota_persons"":28160.38898806781,""unemployment_reserve_sector_allocated_persons"":43115.65320208816}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,1c8c32afdbb1f576d4765596bb0b3dd4f6518c8a44f73b1970192ddfed02ae8f
TER014,Рязанская область,Центральный федеральный округ,2034,6917.36797645105,35041.183517247904,35041.183517247904,495579.2968122119,460970.9308671782,9219.418617336903,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2034,"{""cumulative_recommended_quota_persons"":35041.183517247904,""domestic_sector_supply_total_with_unemployment_reserve_persons"":460970.9308671782,""foreign_labor_stock_need_persons"":35041.183517247904,""labor_demand_required_persons"":495579.2968122119,""recommended_annual_quota_persons"":6917.36797645105,""unemployment_reserve_sector_allocated_persons"":9219.418617336903}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,36e8bfcc1ca5cff26c9a1c98c0a9052586d4b9e39921ae226e9ff8dbe98f6fd3
TER063,Самарская область,Приволжский федеральный округ,2034,18017.89095036877,72548.85453580711,72548.85453580711,1632250.5702817906,1561510.218917612,28107.18394050755,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2034,"{""cumulative_recommended_quota_persons"":72548.85453580711,""domestic_sector_supply_total_with_unemployment_reserve_persons"":1561510.218917612,""foreign_labor_stock_need_persons"":72548.85453580711,""labor_demand_required_persons"":1632250.5702817906,""recommended_annual_quota_persons"":18017.89095036877,""unemployment_reserve_sector_allocated_persons"":28107.18394050755}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,b3d0d6fcc0cab98a93b3c46cc789c67083f3e69d20c6968e532f2f6827630819
TER064,Саратовская область,Приволжский федеральный округ,2034,15422.360179598176,141404.42308994816,141404.42308994816,1227726.0193200528,1087189.9404401982,17395.039047065773,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2034,"{""cumulative_recommended_quota_persons"":141404.42308994816,""domestic_sector_supply_total_with_unemployment_reserve_persons"":1087189.9404401982,""foreign_labor_stock_need_persons"":141404.42308994816,""labor_demand_required_persons"":1227726.0193200528,""recommended_annual_quota_persons"":15422.360179598176,""unemployment_reserve_sector_allocated_persons"":17395.039047065773}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,f3bbdaf2e9b78dd532a9e9db13ea2b314c90bbbeb48f648a086fa2ed397336ee
TER094,Сахалинская область,Дальневосточный федеральный округ (с 03.11.2018),2034,2977.2921466356424,23681.75370345106,23681.75370345106,281503.13004498446,257865.37049555857,3867.9805574184206,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2034,"{""cumulative_recommended_quota_persons"":23681.75370345106,""domestic_sector_supply_total_with_unemployment_reserve_persons"":257865.37049555857,""foreign_labor_stock_need_persons"":23681.75370345106,""labor_demand_required_persons"":281503.13004498446,""recommended_annual_quota_persons"":2977.2921466356424,""unemployment_reserve_sector_allocated_persons"":3867.9805574184206}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,7f051cb59f92628822ffd7ba69a8ae4ed722bba5ac897f26d27cf3a5e2550d18
TER068,Свердловская область,Уральский федеральный округ,2034,18431.705156180607,103552.72425982174,103552.72425982174,2175403.0837733727,2073315.292774625,29026.414098859317,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2034,"{""cumulative_recommended_quota_persons"":103552.72425982174,""domestic_sector_supply_total_with_unemployment_reserve_persons"":2073315.292774625,""foreign_labor_stock_need_persons"":103552.72425982174,""labor_demand_required_persons"":2175403.0837733727,""recommended_annual_quota_persons"":18431.705156180607,""unemployment_reserve_sector_allocated_persons"":29026.414098859317}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,cbbc66c1e61e3e91f9f61677fbbe60bdbb1c779e6fed181c693494a2324d9d1a
TER015,Смоленская область,Центральный федеральный округ,2034,5527.965962436893,14157.902770054849,14157.902770054849,387131.0320135711,373741.8675613599,7474.837351232521,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2034,"{""cumulative_recommended_quota_persons"":14157.902770054849,""domestic_sector_supply_total_with_unemployment_reserve_persons"":373741.8675613599,""foreign_labor_stock_need_persons"":14157.902770054849,""labor_demand_required_persons"":387131.0320135711,""recommended_annual_quota_persons"":5527.965962436893,""unemployment_reserve_sector_allocated_persons"":7474.837351232521}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,5678b43b361e0a3a03d09b868d1fe226d2af83ffd0a15676f6f777c35f484e71
TER050,Ставропольский край,Северо-Кавказский федеральный округ,2034,16459.575980547594,120504.3437559113,120504.3437559113,1529827.3743699582,1412234.7861729467,42367.04358517517,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2034,"{""cumulative_recommended_quota_persons"":120504.3437559113,""domestic_sector_supply_total_with_unemployment_reserve_persons"":1412234.7861729467,""foreign_labor_stock_need_persons"":120504.3437559113,""labor_demand_required_persons"":1529827.3743699582,""recommended_annual_quota_persons"":16459.575980547594,""unemployment_reserve_sector_allocated_persons"":42367.04358517517}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,4f4ac7b69e75d73f536ab844f88adfd7099d3adc3442e264e671c0af417bd0a2
TER016,Тамбовская область,Центральный федеральный округ,2034,8389.54271307233,72378.35763248363,72378.35763248363,484769.4076545789,412702.17183981277,6603.234749437755,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2034,"{""cumulative_recommended_quota_persons"":72378.35763248363,""domestic_sector_supply_total_with_unemployment_reserve_persons"":412702.17183981277,""foreign_labor_stock_need_persons"":72378.35763248363,""labor_demand_required_persons"":484769.4076545789,""recommended_annual_quota_persons"":8389.54271307233,""unemployment_reserve_sector_allocated_persons"":6603.234749437755}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,de0cbac35bff1c9743eb6859ea56bdc99526b23bf1101e42995e5864dc62d0c4
TER017,Тверская область,Центральный федеральный округ,2034,8756.081886163076,68559.6188711248,68559.6188711248,622294.8316584463,554736.5951166758,12204.205092560183,foreign_labor_migration_v5_region_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2034,"{""cumulative_recommended_quota_persons"":68559.6188711248,""domestic_sector_supply_total_with_unemployment_reserve_persons"":554736.5951166758,""foreign_labor_stock_need_persons"":68559.6188711248,""labor_demand_required_persons"":622294.8316584463,""recommended_annual_quota_persons"":8756.081886163076,""unemployment_reserve_sector_allocated_persons"":12204.205092560183}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,9f7b2f6b6a8c236eb0b52c37e47b138a85e9580d08f79d01d5657353a7d11a29
