activity_id,okved_section,activity_name,forecast_year,recommended_annual_quota_persons,foreign_labor_stock_need_persons,cumulative_recommended_quota_persons,labor_demand_required_persons,domestic_sector_supply_total_with_unemployment_reserve_persons,unemployment_reserve_sector_allocated_persons,source_key,source_url_or_file,retrieved_at,source_period,raw_value,unit,transform_script,transformation_script,observation_status,sha256_or_etag,source_row_sha256
OKVED_A,A,"Сельское, лесное хозяйство, охота, рыболовство и рыбоводство",2025,23585.146609028343,23585.146609028343,23585.146609028343,4287977.083409688,4356805.146429026,81572.4144713147,foreign_labor_migration_v5_sector_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":23585.146609028343,""domestic_sector_supply_total_with_unemployment_reserve_persons"":4356805.146429026,""foreign_labor_stock_need_persons"":23585.146609028343,""labor_demand_required_persons"":4287977.083409688,""recommended_annual_quota_persons"":23585.146609028343,""unemployment_reserve_sector_allocated_persons"":81572.4144713147}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_sector_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,4ac7a40d0f2b6e0660334d110c8cb3faa5b977b4f296b476639d34ae85550aca
OKVED_B,B,Добыча полезных ископаемых,2025,25498.380498201743,25498.380498201743,25498.380498201743,1274581.845911975,1328034.343526985,81572.4144713147,foreign_labor_migration_v5_sector_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":25498.380498201743,""domestic_sector_supply_total_with_unemployment_reserve_persons"":1328034.343526985,""foreign_labor_stock_need_persons"":25498.380498201743,""labor_demand_required_persons"":1274581.845911975,""recommended_annual_quota_persons"":25498.380498201743,""unemployment_reserve_sector_allocated_persons"":81572.4144713147}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_sector_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,739b408041ef1193e912e33e15e02eac8e1ebeb1380227ffa6e7fc1a1609af2b
OKVED_C,C,Обрабатывающие производства,2025,60781.97708641987,60781.97708641987,60781.97708641987,10420719.727441935,10526438.896779522,81572.4144713147,foreign_labor_migration_v5_sector_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":60781.97708641987,""domestic_sector_supply_total_with_unemployment_reserve_persons"":10526438.896779522,""foreign_labor_stock_need_persons"":60781.97708641987,""labor_demand_required_persons"":10420719.727441935,""recommended_annual_quota_persons"":60781.97708641987,""unemployment_reserve_sector_allocated_persons"":81572.4144713147}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_sector_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,ed8fb5f07c14dae8fc0c8cadfbc7c398a34faa4c4199f735d2a5877e7f59bf51
OKVED_D,D,"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",2025,3986.579076676544,3986.579076676544,3986.579076676544,1512553.7620317654,1589465.9005509475,81572.4144713147,foreign_labor_migration_v5_sector_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":3986.579076676544,""domestic_sector_supply_total_with_unemployment_reserve_persons"":1589465.9005509475,""foreign_labor_stock_need_persons"":3986.579076676544,""labor_demand_required_persons"":1512553.7620317654,""recommended_annual_quota_persons"":3986.579076676544,""unemployment_reserve_sector_allocated_persons"":81572.4144713147}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_sector_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,09105e50f0460d64755b3f86a087194f0a6aeea3989044827d33feb969f42e87
OKVED_E,E,"Водоснабжение; водоотведение, организация сбора и утилизации отходов, деятельность по ликвидации загрязнений",2025,86.89405861351293,86.89405861351293,86.89405861351293,678020.8072266233,759469.0360302294,81572.4144713147,foreign_labor_migration_v5_sector_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":86.89405861351293,""domestic_sector_supply_total_with_unemployment_reserve_persons"":759469.0360302294,""foreign_labor_stock_need_persons"":86.89405861351293,""labor_demand_required_persons"":678020.8072266233,""recommended_annual_quota_persons"":86.89405861351293,""unemployment_reserve_sector_allocated_persons"":81572.4144713147}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_sector_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,4c7a13331aa6747cf13d91d100d2975b81ff2c754abaae81e37321f0022cb1fc
OKVED_F,F,Строительство,2025,35618.6474046802,35618.6474046802,35618.6474046802,6758426.305480697,6857900.292582281,81572.4144713147,foreign_labor_migration_v5_sector_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":35618.6474046802,""domestic_sector_supply_total_with_unemployment_reserve_persons"":6857900.292582281,""foreign_labor_stock_need_persons"":35618.6474046802,""labor_demand_required_persons"":6758426.305480697,""recommended_annual_quota_persons"":35618.6474046802,""unemployment_reserve_sector_allocated_persons"":81572.4144713147}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_sector_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,d8b2224f32abeaad601ed0081fd40731eebeb385894037e3741c1a5c224982a9
OKVED_G,G,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,2025,89150.16020076742,89150.16020076742,89150.16020076742,13435705.319161216,13549890.04566745,81572.4144713147,foreign_labor_migration_v5_sector_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":89150.16020076742,""domestic_sector_supply_total_with_unemployment_reserve_persons"":13549890.04566745,""foreign_labor_stock_need_persons"":89150.16020076742,""labor_demand_required_persons"":13435705.319161216,""recommended_annual_quota_persons"":89150.16020076742,""unemployment_reserve_sector_allocated_persons"":81572.4144713147}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_sector_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,4ea34bf4c989f62f683eb1428b1fa102023d0c9f74b794deb3c27aea53ca1854
OKVED_H,H,Транспортировка и хранение,2025,31792.93597992683,31792.93597992683,31792.93597992683,5915342.164490998,6005265.179446051,81572.4144713147,foreign_labor_migration_v5_sector_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":31792.93597992683,""domestic_sector_supply_total_with_unemployment_reserve_persons"":6005265.179446051,""foreign_labor_stock_need_persons"":31792.93597992683,""labor_demand_required_persons"":5915342.164490998,""recommended_annual_quota_persons"":31792.93597992683,""unemployment_reserve_sector_allocated_persons"":81572.4144713147}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_sector_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,6f2987a1c04dfddbef1f774c28aa08de0aa8e6ac67ecc0a05dff84929a5bec23
OKVED_I,I,Деятельность гостиниц и предприятий общественного питания,2025,2201.0789949552895,2201.0789949552895,2201.0789949552895,2083040.4615806686,2169649.622693233,81572.4144713147,foreign_labor_migration_v5_sector_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":2201.0789949552895,""domestic_sector_supply_total_with_unemployment_reserve_persons"":2169649.622693233,""foreign_labor_stock_need_persons"":2201.0789949552895,""labor_demand_required_persons"":2083040.4615806686,""recommended_annual_quota_persons"":2201.0789949552895,""unemployment_reserve_sector_allocated_persons"":81572.4144713147}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_sector_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,50b86aa9bf1579ae4147f6ffb95c438b502d341db796aa8dec35fcc967473cf7
OKVED_J,J,Деятельность в области информации и связи,2025,624.0730367183595,624.0730367183595,624.0730367183595,1873246.5820230434,1971351.4759347308,81572.4144713147,foreign_labor_migration_v5_sector_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":624.0730367183595,""domestic_sector_supply_total_with_unemployment_reserve_persons"":1971351.4759347308,""foreign_labor_stock_need_persons"":624.0730367183595,""labor_demand_required_persons"":1873246.5820230434,""recommended_annual_quota_persons"":624.0730367183595,""unemployment_reserve_sector_allocated_persons"":81572.4144713147}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_sector_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,156dfd0d00247564273dc1ffb5394c6e89426f72c0645ebf411fe1ba5be5c21f
OKVED_K,K,Деятельность финансовая и страховая,2025,135.36611623921635,135.36611623921635,135.36611623921635,1270436.5298152647,1361432.9132404746,81572.4144713147,foreign_labor_migration_v5_sector_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":135.36611623921635,""domestic_sector_supply_total_with_unemployment_reserve_persons"":1361432.9132404746,""foreign_labor_stock_need_persons"":135.36611623921635,""labor_demand_required_persons"":1270436.5298152647,""recommended_annual_quota_persons"":135.36611623921635,""unemployment_reserve_sector_allocated_persons"":81572.4144713147}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_sector_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,24d3053622d8071f50ef22173da818b13a02788acf76b01649f71840d10cb5a9
OKVED_L,L,Деятельность по операциям с недвижимым имуществом,2025,1343.8096904673648,1343.8096904673648,1343.8096904673648,1928312.779925054,2017974.0119110579,81572.4144713147,foreign_labor_migration_v5_sector_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":1343.8096904673648,""domestic_sector_supply_total_with_unemployment_reserve_persons"":2017974.0119110579,""foreign_labor_stock_need_persons"":1343.8096904673648,""labor_demand_required_persons"":1928312.779925054,""recommended_annual_quota_persons"":1343.8096904673648,""unemployment_reserve_sector_allocated_persons"":81572.4144713147}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_sector_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,998337c6b6898c3a7273ceb528fadeaa49b3f55a3faa7a068c64c7431039b618
OKVED_M,M,"Деятельность профессиональная, научная и техническая",2025,2476.259570443007,2476.259570443007,2476.259570443007,2937633.6177857597,3040319.1845717356,81572.4144713147,foreign_labor_migration_v5_sector_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":2476.259570443007,""domestic_sector_supply_total_with_unemployment_reserve_persons"":3040319.1845717356,""foreign_labor_stock_need_persons"":2476.259570443007,""labor_demand_required_persons"":2937633.6177857597,""recommended_annual_quota_persons"":2476.259570443007,""unemployment_reserve_sector_allocated_persons"":81572.4144713147}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_sector_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,556c41767fbf69f9466efdb2e1f9d4929510370896934897aea3cb08b80f8a89
OKVED_N,N,Деятельность административная и сопутствующие дополнительные услуги,2025,3526.721495480332,3526.721495480332,3526.721495480332,2312504.0833731587,2403345.467848456,81572.4144713147,foreign_labor_migration_v5_sector_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":3526.721495480332,""domestic_sector_supply_total_with_unemployment_reserve_persons"":2403345.467848456,""foreign_labor_stock_need_persons"":3526.721495480332,""labor_demand_required_persons"":2312504.0833731587,""recommended_annual_quota_persons"":3526.721495480332,""unemployment_reserve_sector_allocated_persons"":81572.4144713147}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_sector_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,3b6916d38527ea4b555726c770b2d09175909d48f88d548a43b76b7c899432fa
OKVED_O,O,Государственное управление и обеспечение военной безопасности; социальное обеспечение,2025,14376.890789804149,14376.890789804149,14376.890789804149,3400844.5190799637,3478204.643521043,81572.4144713147,foreign_labor_migration_v5_sector_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":14376.890789804149,""domestic_sector_supply_total_with_unemployment_reserve_persons"":3478204.643521043,""foreign_labor_stock_need_persons"":14376.890789804149,""labor_demand_required_persons"":3400844.5190799637,""recommended_annual_quota_persons"":14376.890789804149,""unemployment_reserve_sector_allocated_persons"":81572.4144713147}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_sector_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,39996b5409d19c4ce7492b91a42d1c0c4c677413f3920c92717442e9f8664913
OKVED_P,P,Образование,2025,26126.650546936333,26126.650546936333,26126.650546936333,5361720.956876714,5446687.449942449,81572.4144713147,foreign_labor_migration_v5_sector_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":26126.650546936333,""domestic_sector_supply_total_with_unemployment_reserve_persons"":5446687.449942449,""foreign_labor_stock_need_persons"":26126.650546936333,""labor_demand_required_persons"":5361720.956876714,""recommended_annual_quota_persons"":26126.650546936333,""unemployment_reserve_sector_allocated_persons"":81572.4144713147}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_sector_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,0490282489fc70505499f36ee680a2e0a21e72622984566750c3fa75589a73e6
OKVED_Q,Q,Деятельность в области здравоохранения и социальных услуг,2025,19752.027433780553,19752.027433780553,19752.027433780553,4528997.568395848,4610994.781777639,81572.4144713147,foreign_labor_migration_v5_sector_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":19752.027433780553,""domestic_sector_supply_total_with_unemployment_reserve_persons"":4610994.781777639,""foreign_labor_stock_need_persons"":19752.027433780553,""labor_demand_required_persons"":4528997.568395848,""recommended_annual_quota_persons"":19752.027433780553,""unemployment_reserve_sector_allocated_persons"":81572.4144713147}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_sector_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,3e99ca5c89ce00f81d6ab3b8257918bb4220dadeeb032a998c5714900918356a
OKVED_R,R,"Деятельность в области культуры, спорта, организации досуга и развлечений",2025,424.01949498029535,424.01949498029535,424.01949498029535,1206891.3679579329,1292117.4603200634,81572.4144713147,foreign_labor_migration_v5_sector_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":424.01949498029535,""domestic_sector_supply_total_with_unemployment_reserve_persons"":1292117.4603200634,""foreign_labor_stock_need_persons"":424.01949498029535,""labor_demand_required_persons"":1206891.3679579329,""recommended_annual_quota_persons"":424.01949498029535,""unemployment_reserve_sector_allocated_persons"":81572.4144713147}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_sector_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,2573e7a2b4a337ced415f5c712b37809416bc535249d2bf20716d5c8c3759ae7
OKVED_S,S,Предоставление прочих видов услуг,2025,432.61726157004114,432.61726157004114,432.61726157004114,1779196.1001204464,1868482.5612113916,81572.4144713147,foreign_labor_migration_v5_sector_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":432.61726157004114,""domestic_sector_supply_total_with_unemployment_reserve_persons"":1868482.5612113916,""foreign_labor_stock_need_persons"":432.61726157004114,""labor_demand_required_persons"":1779196.1001204464,""recommended_annual_quota_persons"":432.61726157004114,""unemployment_reserve_sector_allocated_persons"":81572.4144713147}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_sector_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,5f8a10fdaa6ac264f0ad96b2c7435ddacf3a12bc0c32099d4a8051f581ba4368
OKVED_T,T,Деятельность домашних хозяйств как работодателей; недифференцированная деятельность частных домашних хозяйств по производству товаров и оказанию услуг для собственного потребления,2025,0.0,0.0,0.0,64208.09061749831,131122.52249707523,66628.57725455114,foreign_labor_migration_v5_sector_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2025,"{""cumulative_recommended_quota_persons"":0,""domestic_sector_supply_total_with_unemployment_reserve_persons"":131122.52249707523,""foreign_labor_stock_need_persons"":0,""labor_demand_required_persons"":64208.09061749831,""recommended_annual_quota_persons"":0,""unemployment_reserve_sector_allocated_persons"":66628.57725455114}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_sector_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,b56f463c05a45ec03369f7631a946d9ef5fb9ad75b138d53e8247504e984111a
OKVED_A,A,"Сельское, лесное хозяйство, охота, рыболовство и рыбоводство",2026,26137.858138509288,49723.004747537634,49723.004747537634,4293800.17046328,4352124.042731797,81599.56636645373,foreign_labor_migration_v5_sector_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2026,"{""cumulative_recommended_quota_persons"":49723.004747537634,""domestic_sector_supply_total_with_unemployment_reserve_persons"":4352124.042731797,""foreign_labor_stock_need_persons"":49723.004747537634,""labor_demand_required_persons"":4293800.17046328,""recommended_annual_quota_persons"":26137.858138509288,""unemployment_reserve_sector_allocated_persons"":81599.56636645373}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_sector_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,dd57e3cf19c0987e01acc8828f5928a836dfecda5a4f021ecbffc8d1a8bd07b7
OKVED_B,B,Добыча полезных ископаемых,2026,13647.025895165541,39145.40639336728,39145.40639336728,1314592.4607826576,1355264.5271803814,81599.56636645373,foreign_labor_migration_v5_sector_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2026,"{""cumulative_recommended_quota_persons"":39145.40639336728,""domestic_sector_supply_total_with_unemployment_reserve_persons"":1355264.5271803814,""foreign_labor_stock_need_persons"":39145.40639336728,""labor_demand_required_persons"":1314592.4607826576,""recommended_annual_quota_persons"":13647.025895165541,""unemployment_reserve_sector_allocated_persons"":81599.56636645373}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_sector_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,562bf8e9253c321d76b881051fd8e09ff7c22c6d54f16eb34178af9bbddb2f89
OKVED_C,C,Обрабатывающие производства,2026,55364.76713026065,116141.51237968147,116146.74421668053,10307654.090743566,10394325.525821092,81599.56636645373,foreign_labor_migration_v5_sector_year,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2026,"{""cumulative_recommended_quota_persons"":116146.74421668053,""domestic_sector_supply_total_with_unemployment_reserve_persons"":10394325.525821092,""foreign_labor_stock_need_persons"":116141.51237968147,""labor_demand_required_persons"":10307654.090743566,""recommended_annual_quota_persons"":55364.76713026065,""unemployment_reserve_sector_allocated_persons"":81599.56636645373}","{""cumulative_recommended_quota_persons"":""persons"",""domestic_sector_supply_total_with_unemployment_reserve_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""labor_demand_required_persons"":""persons"",""recommended_annual_quota_persons"":""persons"",""unemployment_reserve_sector_allocated_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_sector_year_sum,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,74fc34c6dc10df31f81ceaee54fb822fde188fed17bdc52dd18b6522428ed28c
