territory_id,territory_name,federal_district_name,activity_id,okved_section,activity_name,forecast_year,recommended_annual_quota_persons,foreign_labor_stock_need_persons,cumulative_recommended_quota_persons,forecast_quality_flag,training_source_coverage_flag,source_key,source_url_or_file,retrieved_at,source_period,raw_value,unit,transform_script,transformation_script,observation_status,sha256_or_etag,source_row_sha256
TER082,Новосибирская область,Сибирский федеральный округ (с 03.11.2018),OKVED_G,G,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,2050,1485.61557329449,28451.52389899348,28451.52389899348,ok,observed_history,foreign_labor_migration_v5_top_region_sectors_2050,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2050,"{""cumulative_recommended_quota_persons"":28451.52389899348,""foreign_labor_stock_need_persons"":28451.52389899348,""recommended_annual_quota_persons"":1485.61557329449}","{""cumulative_recommended_quota_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""recommended_annual_quota_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_sector_row,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,f24a114b6f98d53359769410b522a2948d3809729d1c61ade48b3a45e3a785a1
TER064,Саратовская область,Приволжский федеральный округ,OKVED_G,G,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,2050,1398.1863082978234,64441.97540742147,64441.97540742147,ok,observed_history,foreign_labor_migration_v5_top_region_sectors_2050,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2050,"{""cumulative_recommended_quota_persons"":64441.97540742147,""foreign_labor_stock_need_persons"":64441.97540742147,""recommended_annual_quota_persons"":1398.1863082978234}","{""cumulative_recommended_quota_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""recommended_annual_quota_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_sector_row,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,60ec966d5e0a4bc36fe7d52601a0bf1e0ec19f8a0fb3e0d393efc67bd0dc7e88
TER068,Свердловская область,Уральский федеральный округ,OKVED_C,C,Обрабатывающие производства,2050,1387.404982602864,47959.660866136604,47959.660866136604,ok,observed_history,foreign_labor_migration_v5_top_region_sectors_2050,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2050,"{""cumulative_recommended_quota_persons"":47959.660866136604,""foreign_labor_stock_need_persons"":47959.660866136604,""recommended_annual_quota_persons"":1387.404982602864}","{""cumulative_recommended_quota_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""recommended_annual_quota_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_sector_row,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,cbd600b7683c8f8731888bd99bc3811cf72889309a18505e556e76b6e58dc937
TER020,Город Москва столица Российской Федерации город федерального значения,Центральный федеральный округ,OKVED_I,I,Деятельность гостиниц и предприятий общественного питания,2050,1344.6170428761106,22758.87070372008,22758.87070372008,ok,observed_history,foreign_labor_migration_v5_top_region_sectors_2050,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2050,"{""cumulative_recommended_quota_persons"":22758.87070372008,""foreign_labor_stock_need_persons"":22758.87070372008,""recommended_annual_quota_persons"":1344.6170428761106}","{""cumulative_recommended_quota_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""recommended_annual_quota_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_sector_row,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,8b5b7205dd693cf49b34f7c0711b6120458c1a3041408f4d87a31b74606d6e39
TER012,Московская область,Центральный федеральный округ,OKVED_N,N,Деятельность административная и сопутствующие дополнительные услуги,2050,1314.6146220528462,8303.71080703821,8303.71080703821,ok,observed_history,foreign_labor_migration_v5_top_region_sectors_2050,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2050,"{""cumulative_recommended_quota_persons"":8303.71080703821,""foreign_labor_stock_need_persons"":8303.71080703821,""recommended_annual_quota_persons"":1314.6146220528462}","{""cumulative_recommended_quota_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""recommended_annual_quota_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_sector_row,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,cf9156d3c259bf8d5c1b7cdfcab33c7b3af23a2e01069a446c955d21b9e61451
TER073,Челябинская область,Уральский федеральный округ,OKVED_G,G,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,2050,1312.5240189083852,42465.81519437884,42465.81519437884,ok,observed_history,foreign_labor_migration_v5_top_region_sectors_2050,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2050,"{""cumulative_recommended_quota_persons"":42465.81519437884,""foreign_labor_stock_need_persons"":42465.81519437884,""recommended_annual_quota_persons"":1312.5240189083852}","{""cumulative_recommended_quota_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""recommended_annual_quota_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_sector_row,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,03b2c4b09b5e3744bc1aee4ea89cb8a8294556e69a5176286fd111709057a80e
TER038,Краснодарский край,Южный федеральный округ (с 29.07.2016),OKVED_H,H,Транспортировка и хранение,2050,1291.178505722928,39904.289278135664,39904.289278135664,ok,observed_history,foreign_labor_migration_v5_top_region_sectors_2050,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2050,"{""cumulative_recommended_quota_persons"":39904.289278135664,""foreign_labor_stock_need_persons"":39904.289278135664,""recommended_annual_quota_persons"":1291.178505722928}","{""cumulative_recommended_quota_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""recommended_annual_quota_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_sector_row,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,f63812f7e722a2e9c210921afb08d692e9e9ca97917a4791226954c1dcef9193
TER023,Республика Коми,Северо-Западный федеральный округ,OKVED_B,B,Добыча полезных ископаемых,2050,1273.1667970625058,34138.17653331297,34138.17653331297,ok,observed_history,foreign_labor_migration_v5_top_region_sectors_2050,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2050,"{""cumulative_recommended_quota_persons"":34138.17653331297,""foreign_labor_stock_need_persons"":34138.17653331297,""recommended_annual_quota_persons"":1273.1667970625058}","{""cumulative_recommended_quota_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""recommended_annual_quota_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_sector_row,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,94bef967c1ac695f5103cf61c705d5824fe48b05c5923be76f3ad6dce24c8627
TER023,Республика Коми,Северо-Западный федеральный округ,OKVED_Q,Q,Деятельность в области здравоохранения и социальных услуг,2050,1268.7657052375798,41316.508143777566,41316.508143777566,ok,observed_history,foreign_labor_migration_v5_top_region_sectors_2050,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2050,"{""cumulative_recommended_quota_persons"":41316.508143777566,""foreign_labor_stock_need_persons"":41316.508143777566,""recommended_annual_quota_persons"":1268.7657052375798}","{""cumulative_recommended_quota_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""recommended_annual_quota_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_sector_row,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,ef5c3aff5080b397e4edf3ee6d39ebe1100b62e58e4b31d9eaae55f8eee55264
TER038,Краснодарский край,Южный федеральный округ (с 29.07.2016),OKVED_Q,Q,Деятельность в области здравоохранения и социальных услуг,2050,1265.4302399605804,32206.53606381564,32206.53606381564,ok,observed_history,foreign_labor_migration_v5_top_region_sectors_2050,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2050,"{""cumulative_recommended_quota_persons"":32206.53606381564,""foreign_labor_stock_need_persons"":32206.53606381564,""recommended_annual_quota_persons"":1265.4302399605804}","{""cumulative_recommended_quota_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""recommended_annual_quota_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_sector_row,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,bd316496dea4fdc516331bff0f785bcee81314571b97a4ad92dc0d104e3ae5c3
TER040,Волгоградская область,Южный федеральный округ (с 29.07.2016),OKVED_G,G,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,2050,1261.2254566357003,52884.77760092431,52884.77760092431,ok,observed_history,foreign_labor_migration_v5_top_region_sectors_2050,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2050,"{""cumulative_recommended_quota_persons"":52884.77760092431,""foreign_labor_stock_need_persons"":52884.77760092431,""recommended_annual_quota_persons"":1261.2254566357003}","{""cumulative_recommended_quota_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""recommended_annual_quota_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_sector_row,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,cbbd70c026a8b4ca1c0ecd5b7806c1fbe2b001f4463fd4bbe32d0a1ef3cd3242
TER020,Город Москва столица Российской Федерации город федерального значения,Центральный федеральный округ,OKVED_R,R,"Деятельность в области культуры, спорта, организации досуга и развлечений",2050,1258.1747165651468,19916.97465183764,19916.97465183764,ok,observed_history,foreign_labor_migration_v5_top_region_sectors_2050,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2050,"{""cumulative_recommended_quota_persons"":19916.97465183764,""foreign_labor_stock_need_persons"":19916.97465183764,""recommended_annual_quota_persons"":1258.1747165651468}","{""cumulative_recommended_quota_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""recommended_annual_quota_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_sector_row,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,e2147403cf8b209fdc4c8567d4ea8e5935e4befad0ed9469bd9043aa611a4106
TER029,Ленинградская область,Северо-Западный федеральный округ,OKVED_G,G,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,2050,1248.905221366891,17221.97097144126,17221.97097144126,ok,observed_history,foreign_labor_migration_v5_top_region_sectors_2050,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2050,"{""cumulative_recommended_quota_persons"":17221.97097144126,""foreign_labor_stock_need_persons"":17221.97097144126,""recommended_annual_quota_persons"":1248.905221366891}","{""cumulative_recommended_quota_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""recommended_annual_quota_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_sector_row,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,5456493fb5ac73a12fbba492c155ab8adcfc36c3baf8d5eba89870bd3ad5b082
TER090,Приморский край,Дальневосточный федеральный округ (с 03.11.2018),OKVED_G,G,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,2050,1248.6733362778905,48838.08682043874,48838.08682043874,ok,observed_history,foreign_labor_migration_v5_top_region_sectors_2050,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2050,"{""cumulative_recommended_quota_persons"":48838.08682043874,""foreign_labor_stock_need_persons"":48838.08682043874,""recommended_annual_quota_persons"":1248.6733362778905}","{""cumulative_recommended_quota_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""recommended_annual_quota_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_sector_row,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,d9c19a2eeb276f0be08a0c7308369a1198c1cad3f988befdadaec577c8667e66
TER023,Республика Коми,Северо-Западный федеральный округ,OKVED_P,P,Образование,2050,1236.9302922941206,45023.95712356546,45023.95712356546,ok,observed_history,foreign_labor_migration_v5_top_region_sectors_2050,Foreign labor migration/docs/data/region_sector_forecast.csv,2026-05-27T13:57:22+00:00,2050,"{""cumulative_recommended_quota_persons"":45023.95712356546,""foreign_labor_stock_need_persons"":45023.95712356546,""recommended_annual_quota_persons"":1236.9302922941206}","{""cumulative_recommended_quota_persons"":""persons"",""foreign_labor_stock_need_persons"":""persons"",""recommended_annual_quota_persons"":""persons""}",scripts/build_labor_migration_artifacts.py,scripts/build_labor_migration_artifacts.py,calculated_v5_region_sector_row,bed04356e8a570a2911dde917ab538bd3dd43ad84aa6d09cf900456bb3680985,88b9360e2ecb16561988283b9cbba3682501b2b735d98b9c8c2deac5214050b0
